stocksymbol,weighted_avg_price
s45384,398.0
s45385,418.0
s45386,252.0
s45387,203.0
s45388,202.0
s45389,104.76339963833635
s4539,148.0
s45390,376.0
s45391,422.48516348516347
s45392,136.0
s45393,154.0
s45394,457.0
s45395,74.0
s45396,91.0
s45397,381.0
s45398,329.0
s45399,318.0
s454,464.0
s4540,207.0
s45400,441.7761054355455
s45401,379.72905158693004
s45402,293.22511137376125
s45403,114.0
s45404,306.48524397413286
s45405,152.72394720301696
s45406,361.11862990810357
s45407,346.0
s45408,289.0
s45409,229.40487864672713
s4541,302.0722724113968
s45410,449.0
s45411,355.0
s45412,454.9107408018479
s45413,457.60794392523366
s45414,469.05662123939317
s45415,496.0
s45416,382.0
s45417,328.0
s45418,125.0
s45419,223.0
s4542,129.0
s45420,160.91550170860515
s45421,309.96861626248216
s45422,427.0
s45423,304.0823522363021
s45424,338.21846064814815
s45425,373.69409853817
s45426,86.0
s45427,494.0
s45428,296.0
s45429,479.0
s4543,77.0
s45430,329.0
s45431,223.0
s45432,125.0
s45433,483.0
s45434,194.91670544439273
s45435,138.0
s45436,278.08606421714666
s45437,271.0
s45438,392.0
s45439,372.0
s4544,388.9484782455894
s45440,491.0
s45441,294.0
s45442,179.0
s45443,268.0
s45444,133.0
s45445,223.0
s45446,271.3127390749971
s45447,329.0
s45448,368.5428449744463
s45449,79.83682469680265
s4545,415.28183649665993
s45450,346.0
s45451,470.0
s45452,285.0
s45453,163.9572658831176
s45454,217.0
s45455,210.6007591442374
s45456,455.0
s45457,217.0
s45458,451.0
s45459,126.9897917848173
s4546,409.80549646898663
s45460,51.73421926910299
s45461,191.9079758236549
s45462,346.0
s45463,243.0
s45464,473.0
s45465,283.0
s45466,229.0
s45467,124.0
s45468,452.79974802267793
s45469,94.0
s4547,121.85734652801074
s45470,371.0
s45471,432.7149541119309
s45472,100.0
s45473,190.0
s45474,373.0
s45475,264.13293095833944
s45476,462.0536378428638
s45477,302.4236281020622
s45478,124.0
s45479,149.0
s4548,228.0
s45480,437.0
s45481,367.84174183514773
s45482,213.62863208173013
s45483,423.80188034188035
s45484,498.27995469988673
s45485,357.0
s45486,468.0
s45487,106.0
s45488,60.0
s45489,128.1905433111225
s4549,122.0
s45490,413.55081868256246
s45491,304.0
s45492,192.0
s45493,486.09943150150485
s45494,82.0
s45495,337.0
s45496,86.27717056650246
s45497,362.0
s45498,176.0
s45499,211.0
s455,331.0
s4550,198.0
s45500,288.0
s45501,130.0
s45502,162.15963525134183
s45503,341.0
s45504,477.1440253500971
s45505,359.0
s45506,117.0
s45507,351.0
s45508,290.0
s45509,349.0
s4551,443.0
s45510,190.0
s45511,496.0
s45512,321.0
s45513,344.0
s45514,248.0
s45515,301.0
s45516,115.0
s45517,261.0
s45518,131.9106919223544
s45519,124.0
s4552,244.0
s45520,69.0
s45521,350.0
s45522,311.0
s45523,178.0
s45524,436.0
s45525,275.5472535434497
s45526,147.0
s45527,457.3018087855297
s45528,438.0
s45529,326.0
s4553,287.0
s45530,226.0
s45531,179.87092421857432
s45532,242.50883230098646
s45533,188.0
s45534,124.0
s45535,385.0
s45536,243.0
s45537,280.0
s45538,179.0
s45539,392.0
s4554,212.13873275421562
s45540,346.0798382716794
s45541,354.0
s45542,349.0
s45543,122.0
s45544,360.0
s45545,97.0
s45546,224.0
s45547,473.0
s45548,457.0
s45549,122.0
s4555,499.0
s45550,171.0
s45551,460.0
s45552,185.19648462021343
s45553,346.0
s45554,420.7595161864105
s45555,349.0
s45556,324.8463368220742
s45557,405.0
s45558,400.0
s45559,331.0
s4556,111.0
s45560,294.0
s45561,354.103654098122
s45562,395.0
s45563,367.38375316379415
s45564,458.0
s45565,331.93332042969126
s45566,197.0
s45567,446.0
s45568,112.0
s45569,387.0
s4557,145.5916723549488
s45570,494.0
s45571,486.0
s45572,235.78082929456113
s45573,408.66638219187826
s45574,463.0
s45575,472.0
s45576,491.85322416781213
s45577,402.0
s45578,231.0
s45579,92.0
s4558,423.2370848708487
s45580,148.72831616016694
s45581,439.0
s45582,417.67749572537156
s45583,307.0
s45584,104.0
s45585,225.0
s45586,447.0
s45587,370.0
s45588,167.8876484391666
s45589,444.0
s4559,298.0
s45590,318.0
s45591,162.0
s45592,291.8590425531915
s45593,112.40287339120025
s45594,412.0
s45595,255.0
s45596,188.0
s45597,129.0
s45598,305.0
s45599,430.0
s456,480.0
s4560,122.0
s45600,364.96206989975616
s45601,139.0
s45602,129.0
s45603,132.0
s45604,313.0
s45605,211.0
s45606,185.0
s45607,105.0
s45608,180.0
s45609,297.92723023611893
s4561,397.0
s45610,247.0
s45611,255.0
s45612,68.02540941470221
s45613,302.0
s45614,264.0
s45615,351.0
s45616,239.0
s45617,96.0
s45618,343.0
s45619,479.0
s4562,306.0
s45620,317.0
s45621,437.0
s45622,413.0
s45623,290.42411703856953
s45624,382.0
s45625,170.20821966030098
s45626,84.0
s45627,376.0
s45628,312.0
s45629,394.37779110844497
s4563,92.0
s45630,405.0
s45631,172.8499268565528
s45632,160.0
s45633,106.0
s45634,398.0
s45635,495.0
s45636,284.0
s45637,106.0
s45638,225.0
s45639,351.0
s4564,143.0
s45640,343.0
s45641,184.0
s45642,421.0
s45643,465.0
s45644,190.0
s45645,260.1059941520468
s45646,267.0
s45647,338.65916398713824
s45648,245.0
s45649,454.0
s4565,132.0441894859499
s45650,252.0
s45651,320.1638669578364
s45652,91.39602304404386
s45653,414.0
s45654,68.13333333333334
s45655,364.0
s45656,300.0
s45657,470.0
s45658,379.0
s45659,406.0
s4566,341.0
s45660,468.0
s45661,262.0
s45662,174.0
s45663,299.0
s45664,219.0
s45665,307.0
s45666,232.0
s45667,368.0
s45668,127.47232109979133
s45669,54.0
s4567,203.0
s45670,500.0
s45671,125.9863898873228
s45672,466.4634974533107
s45673,395.0
s45674,263.0
s45675,357.0
s45676,314.0
s45677,478.0
s45678,196.0
s45679,372.1659420289855
s4568,186.7008590197069
s45680,467.0
s45681,391.0
s45682,454.0
s45683,102.0
s45684,202.0
s45685,491.0
s45686,109.09219858156028
s45687,156.0
s45688,110.0
s45689,183.0
s4569,294.3040320750435
s45690,145.0
s45691,421.40292772186643
s45692,472.0
s45693,462.0
s45694,429.85975749256465
s45695,53.74908472803347
s45696,283.0
s45697,310.0
s45698,254.0
s45699,217.0
s457,192.0
s4570,155.0
s45700,498.70929308975377
s45701,473.5073682643644
s45702,135.0
s45703,165.0
s45704,328.0
s45705,335.6953336518554
s45706,412.0
s45707,92.0
s45708,110.0
s45709,268.0
s4571,51.0
s45710,210.0
s45711,355.0
s45712,332.93973294839407
s45713,395.0
s45714,279.5917378620546
s45715,237.0
s45716,78.0
s45717,295.0
s45718,212.0
s45719,341.0
s4572,395.0
s45720,347.0
s45721,399.0
s45722,172.0
s45723,493.8598748261474
s45724,168.0
s45725,231.4694572060575
s45726,393.7939623886506
s45727,405.0
s45728,217.0
s45729,486.0
s4573,159.44385365236107
s45730,89.0
s45731,141.0
s45732,150.0
s45733,399.0
s45734,403.0
s45735,335.0
s45736,180.0
s45737,435.0
s45738,408.4795138121547
s45739,133.0
s4574,176.0
s45740,404.0
s45741,395.0
s45742,248.0
s45743,78.0
s45744,385.62198942627765
s45745,156.0
s45746,450.0
s45747,156.0
s45748,458.0
s45749,288.0
s4575,132.75360034391346
s45750,142.0
s45751,443.0
s45752,111.0
s45753,226.0
s45754,144.0
s45755,87.0
s45756,345.0
s45757,404.66534377346346
s45758,237.42063351619183
s45759,491.0
s4576,492.0164744645799
s45760,433.90149529828886
s45761,80.55170500092495
s45762,494.0
s45763,468.9464277111336
s45764,286.0
s45765,201.0
s45766,140.0
s45767,77.0
s45768,489.0
s45769,430.0
s4577,72.0
s45770,80.84402701561841
s45771,317.2809361085223
s45772,353.0
s45773,410.0
s45774,82.0
s45775,306.0
s45776,197.0
s45777,130.64837324781462
s45778,444.0
s45779,334.0
s4578,413.0
s45780,220.7998823825926
s45781,366.0
s45782,449.0
s45783,260.0
s45784,244.0
s45785,239.0
s45786,304.0
s45787,346.0
s45788,492.0
s45789,127.88638831309841
s4579,464.0
s45790,106.0
s45791,185.0
s45792,57.0
s45793,463.93363593676634
s45794,171.0
s45795,295.0
s45796,108.0
s45797,109.0
s45798,366.0
s45799,246.0
s458,119.0
s4580,124.0
s45800,412.0
s45801,464.0
s45802,241.0
s45803,440.0
s45804,406.0
s45805,476.0
s45806,145.0
s45807,89.02474904811353
s45808,268.0
s45809,382.9253002507589
s4581,327.0658474689462
s45810,364.39720340834606
s45811,121.0
s45812,484.0
s45813,382.0
s45814,293.52733620098496
s45815,366.0
s45816,186.0
s45817,284.0
s45818,444.0
s45819,140.54465314588614
s4582,132.0
s45820,351.06817113305124
s45821,431.0
s45822,149.0
s45823,248.0
s45824,304.9269475357711
s45825,330.0
s45826,120.0
s45827,213.0
s45828,439.0
s45829,333.0
s4583,72.0
s45830,212.74655538933942
s45831,58.0
s45832,483.0
s45833,111.0
s45834,235.0
s45835,336.04001396996455
s45836,262.0
s45837,134.91282817167112
s45838,256.0
s45839,489.4903465137847
s4584,423.0
s45840,178.53939195815627
s45841,370.0
s45842,144.0
s45843,232.0
s45844,148.0
s45845,404.0
s45846,418.0
s45847,409.0
s45848,121.0
s45849,342.69853945571083
s4585,122.0
s45850,491.0
s45851,152.0
s45852,361.0
s45853,367.0
s45854,102.1292476286951
s45855,157.0
s45856,361.0
s45857,265.0
s45858,202.8907177549919
s45859,53.0
s4586,54.0
s45860,239.16557500268442
s45861,111.0
s45862,176.0
s45863,338.0
s45864,333.0
s45865,362.0
s45866,55.0
s45867,286.0
s45868,382.0
s45869,448.00508980284326
s4587,298.0
s45870,272.0
s45871,292.0
s45872,223.0
s45873,52.0
s45874,96.0
s45875,477.0
s45876,453.0
s45877,376.0
s45878,280.0
s45879,396.0
s4588,199.0770604953309
s45880,261.4947410464652
s45881,292.2289397240378
s45882,330.0
s45883,98.0
s45884,87.0
s45885,109.94202379246094
s45886,389.0
s45887,205.0
s45888,331.0
s45889,69.0
s4589,406.0
s45890,333.0
s45891,360.0
s45892,237.13441418970416
s45893,483.0
s45894,181.0
s45895,275.0
s45896,60.0
s45897,342.2062093739309
s45898,448.0
s45899,138.0
s459,235.04564315352698
s4590,204.0
s45900,65.7771066442222
s45901,401.0
s45902,59.0
s45903,77.0
s45904,487.1884257664485
s45905,203.0
s45906,305.0
s45907,485.0
s45908,166.73337646466825
s45909,127.0
s4591,63.235726867682104
s45910,445.2209099856159
s45911,449.21302578019
s45912,206.0
s45913,463.0
s45914,231.9394867308253
s45915,201.9913274583858
s45916,284.0
s45917,345.0
s45918,194.0
s45919,499.0754181129694
s4592,76.28705050108076
s45920,300.0
s45921,442.0
s45922,337.0
s45923,392.0
s45924,139.0
s45925,140.37900040855237
s45926,437.0
s45927,147.0
s45928,222.0
s45929,414.6222814936397
s4593,243.0
s45930,163.0
s45931,382.0
s45932,382.0
s45933,352.0
s45934,322.0
s45935,303.7303982427657
s45936,391.30302420369344
s45937,208.0
s45938,139.0
s45939,150.0
s4594,366.0
s45940,432.0
s45941,269.0
s45942,396.0
s45943,375.0
s45944,348.0
s45945,358.0
s45946,270.0
s45947,74.0
s45948,345.0
s45949,231.79325343985798
s4595,458.0
s45950,323.0
s45951,112.0
s45952,269.0
s45953,304.0
s45954,434.0
s45955,164.0
s45956,311.0
s45957,269.0
s45958,251.0
s45959,482.0
s4596,278.20200727468676
s45960,176.0
s45961,212.0
s45962,296.0
s45963,334.0
s45964,136.0
s45965,460.2173913043478
s45966,448.0
s45967,203.13290723373754
s45968,164.0
s45969,443.1500819480215
s4597,190.0
s45970,169.0
s45971,323.47156462585036
s45972,364.0
s45973,165.0
s45974,297.0
s45975,124.0
s45976,345.0
s45977,364.87049157498956
s45978,368.1341498476223
s45979,102.0
s4598,383.0
s45980,255.0
s45981,487.52328633339437
s45982,490.0
s45983,248.0
s45984,155.0
s45985,362.0
s45986,364.545595676173
s45987,75.0
s45988,50.0
s45989,391.0
s4599,205.0
s45990,321.0
s45991,284.06219445953286
s45992,393.60324675324676
s45993,54.05263509006004
s45994,282.87676579925653
s45995,257.0
s45996,80.0
s45997,378.0
s45998,252.49171636845594
s45999,87.1340542499849
s46,371.0
s460,169.0
s4600,139.73405160192797
s46000,421.0
s46001,119.0
s46002,388.2513643128824
s46003,304.0
s46004,80.15951341541178
s46005,410.3946042580855
s46006,332.0
s46007,327.0
s46008,65.29616079693217
s46009,419.76006496281735
s4601,158.98377455166525
s46010,79.0
s46011,396.60657185760977
s46012,295.1079488043112
s46013,121.0
s46014,443.0
s46015,454.0
s46016,459.0
s46017,428.0
s46018,366.0
s46019,129.0
s4602,151.88835082055422
s46020,286.0
s46021,153.0
s46022,187.0
s46023,433.7205100956429
s46024,230.0
s46025,209.87768204088528
s46026,405.0
s46027,436.25217520636573
s46028,75.02518386449744
s46029,189.0
s4603,221.18864713747416
s46030,170.0
s46031,125.0
s46032,174.0
s46033,439.0
s46034,110.9941072931813
s46035,373.0
s46036,284.0
s46037,176.0
s46038,164.0
s46039,197.0
s4604,332.0
s46040,281.0
s46041,161.0
s46042,291.42394618834084
s46043,398.0
s46044,338.0
s46045,445.0
s46046,447.0
s46047,254.0
s46048,356.979764675459
s46049,205.81490384615384
s4605,147.0
s46050,190.0
s46051,425.0
s46052,305.13859989419853
s46053,458.3758957654723
s46054,379.0
s46055,422.0
s46056,408.11094058320543
s46057,246.0
s46058,383.85362153962836
s46059,244.06632868610055
s4606,200.0
s46060,318.0
s46061,232.1925245353936
s46062,376.0
s46063,406.1280116110305
s46064,385.0
s46065,213.26837959489873
s46066,406.0
s46067,360.28722574896983
s46068,393.0
s46069,237.0
s4607,497.11511056511057
s46070,290.0
s46071,432.57479105211405
s46072,388.0
s46073,368.593452650657
s46074,182.0
s46075,344.3185681708244
s46076,322.0
s46077,433.0
s46078,80.0
s46079,419.7745332023024
s4608,458.0
s46080,317.0
s46081,392.0
s46082,234.0
s46083,279.0
s46084,460.0
s46085,221.0
s46086,317.0
s46087,380.3718433573259
s46088,383.0
s46089,355.0
s4609,438.0
s46090,125.0
s46091,89.0
s46092,371.0
s46093,74.0
s46094,278.0
s46095,371.0
s46096,86.0
s46097,73.37759336099585
s46098,213.0
s46099,305.0
s461,360.7472914028423
s4610,105.0
s46100,128.06052816078522
s46101,177.12491596073684
s46102,61.0
s46103,474.0
s46104,263.0
s46105,416.0
s46106,170.0
s46107,488.6525529265255
s46108,79.0
s46109,208.49257932446264
s4611,249.893434213901
s46110,414.0
s46111,453.58697400160816
s46112,310.0
s46113,147.0
s46114,421.0
s46115,279.0
s46116,64.0
s46117,175.0
s46118,115.0
s46119,120.0
s4612,403.0
s46120,399.0
s46121,401.29301592858394
s46122,334.0
s46123,386.0
s46124,149.0
s46125,477.0
s46126,64.73669301535058
s46127,427.0
s46128,347.0
s46129,458.0
s4613,421.0
s46130,173.0
s46131,168.0
s46132,243.0
s46133,456.5525538201773
s46134,417.5314543404735
s46135,167.0
s46136,124.0
s46137,88.79134020618557
s46138,396.0
s46139,211.71693558632956
s4614,189.0
s46140,198.0
s46141,482.0
s46142,87.0
s46143,448.85409816100355
s46144,318.0
s46145,396.0
s46146,270.0
s46147,298.0
s46148,452.0
s46149,357.0
s4615,446.0
s46150,413.69730057628146
s46151,427.7049763893934
s46152,200.0
s46153,438.0
s46154,349.0
s46155,461.0
s46156,145.0
s46157,393.0
s46158,307.0
s46159,274.0
s4616,373.0
s46160,73.0
s46161,446.0
s46162,313.0
s46163,308.0
s46164,191.0
s46165,446.2480699948533
s46166,305.7434936038818
s46167,493.71322160148975
s46168,390.0
s46169,492.0
s4617,105.14515446466356
s46170,223.42656292320194
s46171,117.0
s46172,101.0
s46173,402.9297614539947
s46174,229.0
s46175,249.3153879372391
s46176,93.33579247977154
s46177,188.0
s46178,249.0
s46179,334.0
s4618,489.0
s46180,181.0
s46181,183.0
s46182,382.0
s46183,500.0
s46184,292.0
s46185,349.0
s46186,207.0
s46187,119.0
s46188,176.88079653360376
s46189,95.51376216545012
s4619,286.33295852900324
s46190,457.0
s46191,183.52251908396946
s46192,148.0
s46193,465.7192180424939
s46194,274.0
s46195,110.0
s46196,343.0
s46197,61.0
s46198,399.0906884659599
s46199,393.07643610785465
s462,256.0
s4620,348.0
s46200,252.0
s46201,87.00884955752213
s46202,265.7405453505371
s46203,53.0
s46204,146.9008409079862
s46205,113.0
s46206,383.0
s46207,104.0
s46208,442.9599521817095
s46209,333.709209182302
s4621,368.0
s46210,191.0
s46211,54.0
s46212,422.0
s46213,207.01629599262068
s46214,138.8174863387978
s46215,162.0
s46216,299.24758372668015
s46217,87.0
s46218,58.368417281650785
s46219,311.0
s4622,417.0
s46220,115.0
s46221,344.0
s46222,166.0
s46223,286.0
s46224,409.0
s46225,403.0
s46226,368.0
s46227,293.6521179862497
s46228,410.0
s46229,320.0
s4623,486.0
s46230,146.59647324174696
s46231,464.0
s46232,216.59065155807366
s46233,445.0
s46234,82.0
s46235,311.33070939930656
s46236,455.0
s46237,326.0
s46238,219.81132075471697
s46239,239.46358826358826
s4624,480.1616083009079
s46240,419.0
s46241,218.49914627205465
s46242,174.31938799904376
s46243,453.0
s46244,232.0
s46245,290.0
s46246,304.0
s46247,137.72723460340282
s46248,191.6355386725757
s46249,489.0
s4625,65.0
s46250,268.1887445887446
s46251,429.0
s46252,257.0
s46253,198.46651785714286
s46254,80.79256304316854
s46255,362.0
s46256,349.0
s46257,467.0
s46258,300.0
s46259,415.0
s4626,244.0
s46260,305.0
s46261,83.0
s46262,120.72150503778337
s46263,445.0
s46264,367.0
s46265,189.89929274292743
s46266,375.0
s46267,258.0
s46268,378.0
s46269,182.0
s4627,421.0
s46270,255.0
s46271,416.0
s46272,253.0
s46273,478.0
s46274,72.98052714398112
s46275,156.4576104407271
s46276,322.0
s46277,379.6174957118353
s46278,213.0
s46279,192.0
s4628,175.0
s46280,382.0
s46281,358.0
s46282,278.0
s46283,438.0
s46284,195.0
s46285,496.0
s46286,309.0
s46287,100.0
s46288,124.0
s46289,248.0
s4629,436.6043189591577
s46290,87.0
s46291,195.55283663704716
s46292,361.6439549638102
s46293,62.0
s46294,384.0
s46295,446.0
s46296,396.0
s46297,159.0
s46298,88.0
s46299,233.0
s463,329.54239560292245
s4630,295.0
s46300,407.21123548922054
s46301,288.0
s46302,147.0
s46303,269.0
s46304,153.0
s46305,174.6593045112782
s46306,198.0
s46307,290.11820366476417
s46308,130.0
s46309,300.0
s4631,464.0
s46310,200.0
s46311,230.0
s46312,160.46907929749867
s46313,146.9817199833818
s46314,210.67962075946866
s46315,396.0
s46316,253.0
s46317,366.0
s46318,262.0
s46319,323.0
s4632,479.0
s46320,260.0
s46321,320.667383265973
s46322,131.0
s46323,361.9476980640963
s46324,176.35194691373482
s46325,494.62482360056447
s46326,112.0
s46327,124.0
s46328,101.0
s46329,420.0
s4633,451.0
s46330,129.0
s46331,130.0
s46332,411.0
s46333,90.2755088040247
s46334,291.0
s46335,277.0
s46336,491.0
s46337,69.73070097604258
s46338,467.0
s46339,422.0
s4634,285.0
s46340,114.0
s46341,295.0
s46342,245.0
s46343,351.0
s46344,313.7743959417968
s46345,227.85280954748882
s46346,242.0
s46347,282.0
s46348,167.0
s46349,269.78479300081176
s4635,174.0
s46350,86.17615558060879
s46351,439.0
s46352,292.0
s46353,318.0
s46354,440.0
s46355,53.44344099188734
s46356,349.0
s46357,458.0
s46358,187.0
s46359,275.0
s4636,347.0
s46360,459.0
s46361,204.0
s46362,319.0
s46363,119.0
s46364,177.0
s46365,357.0
s46366,480.0
s46367,493.0
s46368,113.0
s46369,117.38760603204524
s4637,156.0
s46370,491.0
s46371,413.0
s46372,289.0
s46373,57.71257961783439
s46374,58.0
s46375,489.0
s46376,178.0
s46377,189.0
s46378,119.0
s46379,318.0
s4638,210.0
s46380,127.50158520475561
s46381,199.0
s46382,455.3978231292517
s46383,175.0
s46384,448.0
s46385,336.25371789094186
s46386,442.0
s46387,105.0
s46388,389.17687901406003
s46389,340.0
s4639,339.0
s46390,142.0
s46391,228.0
s46392,404.4450261780105
s46393,92.0
s46394,382.2131289942297
s46395,377.0
s46396,58.0
s46397,317.9664525339044
s46398,231.86385796405443
s46399,284.21236402486403
s464,123.59593523940751
s4640,239.01382605925454
s46400,204.0
s46401,169.0
s46402,398.0
s46403,292.0
s46404,131.92424511545292
s46405,123.0
s46406,248.38967668746454
s46407,199.0
s46408,317.0
s46409,123.0
s4641,122.54630108639421
s46410,356.0
s46411,417.0
s46412,443.0
s46413,482.3764092209322
s46414,139.71854878652798
s46415,238.0
s46416,223.0
s46417,419.0
s46418,371.6694888679837
s46419,184.0
s4642,361.0
s46420,426.0
s46421,282.0
s46422,248.0
s46423,441.0
s46424,140.0
s46425,214.0
s46426,471.0
s46427,423.0
s46428,73.0
s46429,155.0
s4643,203.0
s46430,397.0
s46431,183.89150284670748
s46432,279.0
s46433,209.0
s46434,79.0
s46435,266.0
s46436,346.0
s46437,393.0
s46438,143.0
s46439,88.0
s4644,95.0
s46440,286.87821831335555
s46441,250.2027461291265
s46442,216.29484203485856
s46443,259.9273959341723
s46444,335.260946529911
s46445,242.06543857770163
s46446,236.61976382350593
s46447,397.0
s46448,269.0
s46449,52.0
s4645,319.0
s46450,412.30927835051546
s46451,358.3086130016428
s46452,433.70762411347516
s46453,367.0
s46454,341.0
s46455,398.4674400314589
s46456,140.0
s46457,54.0
s46458,91.0
s46459,425.5533150831275
s4646,173.0
s46460,438.21446736366204
s46461,65.19577320759005
s46462,443.0
s46463,382.1722075927145
s46464,57.428310181114824
s46465,51.0
s46466,115.0
s46467,453.0
s46468,84.79794364547406
s46469,227.0
s4647,120.79288424579904
s46470,187.0
s46471,96.0
s46472,250.0
s46473,73.0
s46474,425.0
s46475,422.0
s46476,116.80698277176398
s46477,104.0
s46478,283.0
s46479,364.8664332166083
s4648,229.0
s46480,491.0
s46481,489.10334641329746
s46482,143.9794762915782
s46483,248.62702855928
s46484,217.0
s46485,496.0
s46486,287.0
s46487,216.0
s46488,330.0
s46489,276.0
s4649,307.0
s46490,196.0
s46491,62.0
s46492,206.29793884927224
s46493,325.0
s46494,373.0
s46495,298.0
s46496,54.3889673786981
s46497,110.0
s46498,444.3761041376104
s46499,227.0
s465,434.0
s4650,276.84409153005464
s46500,320.0
s46501,119.0
s46502,292.0
s46503,166.0
s46504,277.0
s46505,75.0
s46506,85.77824165029469
s46507,169.0
s46508,373.0
s46509,323.0
s4651,359.24231242312425
s46510,417.0
s46511,153.0
s46512,209.0
s46513,175.0
s46514,363.0
s46515,246.0
s46516,348.62442768650686
s46517,244.0
s46518,272.0
s46519,408.0
s4652,487.0
s46520,126.0
s46521,493.0
s46522,427.372258583075
s46523,168.81222966669495
s46524,96.0
s46525,500.0
s46526,481.0
s46527,315.0
s46528,160.0
s46529,260.0
s4653,372.5665322580645
s46530,490.0
s46531,241.0
s46532,384.0
s46533,89.0
s46534,383.0
s46535,179.17260273972602
s46536,150.3370974487662
s46537,182.0
s46538,208.3346047719526
s46539,106.8681640625
s4654,449.0
s46540,224.10028544797856
s46541,269.0
s46542,104.0
s46543,377.6925641880627
s46544,491.0
s46545,140.0
s46546,175.04831303653424
s46547,94.0
s46548,236.0
s46549,299.0
s4655,474.19696538643905
s46550,204.0
s46551,64.0
s46552,115.79450591377336
s46553,407.0
s46554,441.09213936078316
s46555,138.0
s46556,406.6673983854978
s46557,321.0
s46558,109.8982598933483
s46559,447.68098418872074
s4656,404.0
s46560,128.71757421812987
s46561,366.0
s46562,349.01723244363825
s46563,409.656377666818
s46564,81.0
s46565,252.29722728581024
s46566,318.6265475630779
s46567,387.0
s46568,329.0
s46569,370.0
s4657,214.0
s46570,374.0
s46571,422.0
s46572,136.8346999459362
s46573,264.6474201474201
s46574,188.0
s46575,437.3225979923518
s46576,366.0
s46577,333.37177609374004
s46578,305.3410942117783
s46579,379.0
s4658,119.0
s46580,128.0
s46581,386.0
s46582,213.0
s46583,273.18680789600387
s46584,131.0
s46585,429.0
s46586,422.0
s46587,53.848763250883394
s46588,446.0
s46589,332.00728987993136
s4659,272.37780061664955
s46590,392.0
s46591,269.80898876404495
s46592,159.0
s46593,244.0
s46594,359.0
s46595,83.14051655478438
s46596,258.89573664995976
s46597,324.0
s46598,458.0
s46599,367.9380822869047
s466,399.4140159045726
s4660,498.0
s46600,236.3009308229321
s46601,315.0
s46602,295.35240475547147
s46603,235.0
s46604,160.0
s46605,266.0
s46606,329.0
s46607,307.0
s46608,255.407442298634
s46609,149.7922524211184
s4661,446.0
s46610,74.46215922962159
s46611,98.55442113150993
s46612,215.0
s46613,423.92101950912524
s46614,180.0
s46615,51.0
s46616,421.259832081308
s46617,133.0
s46618,418.0
s46619,186.0
s4662,422.0
s46620,466.0
s46621,85.0
s46622,467.0
s46623,399.0
s46624,323.6145184077121
s46625,166.09165382431667
s46626,287.6216884493112
s46627,372.0
s46628,416.0
s46629,306.7234181818182
s4663,305.0
s46630,252.0
s46631,356.32897109288666
s46632,285.0
s46633,235.0
s46634,210.0
s46635,191.0
s46636,432.0
s46637,97.0
s46638,428.0
s46639,427.0
s4664,326.0
s46640,177.0
s46641,117.0
s46642,343.0
s46643,222.0
s46644,77.29739151340306
s46645,164.0
s46646,313.0931321953156
s46647,471.0
s46648,314.1512320743284
s46649,462.0
s4665,456.0
s46650,407.0
s46651,166.0
s46652,233.0
s46653,146.7740790057701
s46654,496.4888791015195
s46655,118.4454011741683
s46656,73.0
s46657,421.7800703774792
s46658,104.0
s46659,125.0
s4666,377.2578073712839
s46660,464.0
s46661,194.0
s46662,105.0
s46663,396.0
s46664,227.0
s46665,486.0
s46666,71.0
s46667,386.03693677960183
s46668,405.5491674885421
s46669,235.0
s4667,298.0
s46670,199.0
s46671,324.0
s46672,221.0
s46673,124.29306296691568
s46674,282.0
s46675,405.0
s46676,344.0
s46677,245.0
s46678,142.0
s46679,454.0
s4668,344.9198819791194
s46680,62.30407718643013
s46681,117.3984245966205
s46682,105.0
s46683,147.0
s46684,382.0
s46685,332.0
s46686,127.73038526954078
s46687,291.0
s46688,358.0221403978577
s46689,297.0
s4669,398.0
s46690,179.0
s46691,415.78010208350764
s46692,310.0
s46693,250.0
s46694,288.0
s46695,318.0
s46696,124.57330455117827
s46697,476.0
s46698,452.0
s46699,214.47031782515654
s467,332.0
s4670,347.7032258064516
s46700,454.0
s46701,362.0
s46702,383.0
s46703,95.0
s46704,380.0
s46705,269.0
s46706,250.0
s46707,205.0
s46708,314.0
s46709,237.0
s4671,269.0
s46710,61.418319589926455
s46711,347.730947368421
s46712,64.0
s46713,459.3166911404797
s46714,193.0
s46715,172.0
s46716,407.0
s46717,307.0
s46718,417.0
s46719,458.35944105213713
s4672,350.0
s46720,357.0
s46721,432.0
s46722,79.64458532798551
s46723,94.92510354348826
s46724,271.0
s46725,350.20805174042584
s46726,120.60304421357816
s46727,390.4084671532847
s46728,149.0
s46729,338.0
s4673,166.0
s46730,445.0
s46731,448.0
s46732,250.0
s46733,431.0
s46734,99.0
s46735,487.0
s46736,258.0
s46737,419.8234699038948
s46738,390.0
s46739,458.73186015831135
s4674,353.4110787172012
s46740,289.0
s46741,327.0
s46742,381.0
s46743,88.62279511533242
s46744,295.0
s46745,109.02460148110957
s46746,138.0
s46747,475.0
s46748,101.0
s46749,287.0
s4675,396.0
s46750,65.0
s46751,252.2326084019992
s46752,430.0
s46753,423.0
s46754,457.0
s46755,81.5099210582462
s46756,159.0
s46757,350.0576484467165
s46758,295.0
s46759,197.64374498797113
s4676,459.0
s46760,387.0
s46761,324.0
s46762,84.0
s46763,148.0
s46764,419.1615042317424
s46765,208.0
s46766,60.0
s46767,336.0
s46768,73.0
s46769,66.0
s4677,316.0
