stocksymbol,time,quantity,price,unweighted_moving_avg_price
s2281,38445,8308,166,166.0
s44010,38446,1664,125,125.0
s24020,38447,692,455,454.0
s7777,38448,5454,121,121.0
s49073,38449,1328,372,372.0
s20924,38450,4898,304,304.0
s9102,38451,6754,120,120.0
s5853,38452,1275,251,251.0
s6757,38453,2398,249,249.0
s22117,38454,3756,458,459.5
s19356,38455,8949,229,226.5
s30328,38456,2301,122,122.0
s155,38457,3665,106,107.0
s2109,38458,709,86,86.0
s64836,38459,8007,208,208.0
s15818,38460,4705,495,496.5
s51732,38461,7461,490,490.5
s62579,38462,3044,423,423.0
s51912,38463,8210,382,382.0
s64566,38464,538,485,486.5
s57513,38465,4019,442,442.0
s44688,38466,4471,117,117.0
s54826,38467,184,308,309.5
s41131,38468,1412,338,338.0
s3026,38469,1865,113,113.0
s61200,38470,9846,78,78.0
s38365,38471,3819,350,350.5
s69812,38472,3047,387,385.0
s47556,38473,5643,310,310.0
s16767,38474,4048,132,132.0
s1339,38475,3309,229,229.0
s60396,38476,2048,380,380.0
s47438,38477,5887,388,388.0
s56579,38478,3064,453,453.0
s63005,38479,6035,455,455.0
s2877,38480,7946,261,261.0
s66800,38481,1523,240,240.0
s46893,38482,5093,495,495.0
s35039,38483,388,354,354.0
s28924,38484,2769,251,251.0
s39869,38485,5625,264,264.0
s46781,38486,8237,314,312.0
s33083,38487,5626,393,393.0
s8847,38488,1343,143,143.0
s15255,38489,8728,352,352.0
s51377,38490,7714,116,116.0
s42405,38491,2626,121,121.0
s7649,38492,9783,355,356.5
s18780,38493,9996,364,361.5
s14064,38494,9333,374,374.0
s67131,38495,9005,343,343.0
s67751,38496,6888,154,154.0
s63248,38497,2385,366,366.0
s42049,38498,9117,68,68.0
s13689,38499,6538,227,227.0
s34914,38500,1908,463,463.0
s6188,38501,6807,223,223.0
s5994,38502,2458,226,226.0
s54389,38503,1066,318,318.5
s36420,38504,5303,162,160.0
s21222,38505,4059,257,258.0
s69263,38506,9514,435,433.3333333333333
s52574,38507,2329,207,207.0
s59443,38508,9103,440,440.0
s9702,38509,8114,85,85.0
s61410,38510,5504,125,125.0
s57829,38511,1295,289,290.0
s61628,38512,7233,431,431.0
s48019,38513,5377,164,164.0
s54414,38514,2065,433,433.0
s7043,38515,4212,364,364.0
s28410,38516,4470,362,364.5
s18110,38517,1922,482,482.0
s21432,38518,3036,423,422.6666666666667
s12857,38519,6930,302,302.0
s47942,38520,2273,239,239.0
s33021,38521,4280,393,393.0
s50958,38522,6656,425,425.0
s61749,38523,6594,421,421.0
s22406,38524,1845,356,354.5
s67614,38525,5142,492,492.0
s38867,38526,5889,115,115.0
s22514,38527,4900,374,374.0
s68014,38528,5728,191,192.0
s62197,38529,7506,130,130.0
s31603,38530,4647,122,122.0
s12955,38531,2639,137,138.5
s43113,38532,9300,282,284.0
s19293,38533,1802,56,56.0
s36429,38534,8364,386,386.0
s40785,38535,8149,102,102.0
s7000,38536,2887,165,165.0
s40838,38537,3535,499,499.0
s56935,38538,311,423,423.0
s56146,38539,6940,486,486.0
s43109,38540,7887,403,403.0
s69250,38541,6213,259,259.0
s47637,38542,5656,302,302.0
s56479,38543,4134,399,398.5
s11285,38544,4769,344,344.0
s1744,38545,2994,295,295.0
s36802,38546,8291,100,100.0
s23437,38547,8307,161,157.66666666666666
s20084,38548,5514,402,402.0
s1368,38549,7042,318,318.0
s30550,38550,4796,386,383.5
s23192,38551,7391,200,200.0
s68620,38552,6378,197,197.0
s19536,38553,4522,200,203.0
s57357,38554,3268,448,448.0
s10522,38555,7556,86,86.0
s46272,38556,3097,253,253.0
s33835,38557,6529,329,329.0
s1214,38558,6596,249,249.0
s54023,38559,1612,338,338.0
s19097,38560,1986,436,437.5
s23339,38561,1719,178,178.0
s43387,38562,3744,281,281.0
s45853,38563,7771,367,367.0
s28707,38564,7281,393,392.5
s10046,38565,6736,286,284.0
s38699,38566,286,306,306.0
s6924,38567,7507,243,243.0
s10750,38568,4101,420,420.0
s9941,38569,5751,462,462.0
s43118,38570,3605,274,274.0
s49812,38571,2140,79,79.0
s30482,38572,3437,214,213.5
s17400,38573,7927,111,111.5
s38909,38574,3857,473,473.0
s31612,38575,8526,82,82.0
s25219,38576,142,416,416.0
s64244,38577,8106,69,69.0
s8253,38578,4260,58,57.0
s51102,38579,506,497,493.6666666666667
s34379,38580,6602,304,304.0
s45692,38581,7326,472,472.0
s52847,38582,4132,155,154.66666666666666
s55630,38583,8224,293,293.0
s67987,38584,2950,353,353.0
s4523,38585,780,412,412.6666666666667
s51904,38586,4775,458,458.0
s26460,38587,610,333,333.0
s37368,38588,8970,271,271.0
s30684,38589,4673,89,89.0
s5774,38590,9519,308,308.0
s16511,38591,3375,347,347.0
s62730,38592,8662,135,135.0
s14059,38593,7971,483,483.0
s36128,38594,2125,467,467.0
s35023,38595,9196,258,258.0
s51888,38596,6363,340,338.5
s19975,38597,1658,113,113.0
s32682,38598,1226,442,442.3333333333333
s6286,38599,9650,274,276.0
s19064,38600,9702,401,397.6666666666667
s59435,38601,8938,354,352.5
s12624,38602,5171,62,65.0
s26085,38603,4352,120,119.5
s41036,38604,4246,459,457.6666666666667
s9403,38605,2224,87,86.5
s63559,38606,293,180,180.0
s20807,38607,4297,165,162.5
s58777,38608,8993,326,326.0
s3560,38609,5386,245,243.0
s53669,38610,9600,270,270.0
s22921,38611,8636,90,90.0
s57842,38612,8566,379,379.0
s27862,38613,9410,483,484.5
s23437,38614,2307,159,158.0
s67248,38615,4069,373,373.0
s28894,38616,4703,163,163.0
s42187,38617,1565,84,84.0
s148,38618,4325,342,342.0
s14187,38619,9263,477,477.5
s26933,38620,4639,125,125.0
s15968,38621,3582,124,124.0
s63666,38622,7959,93,93.0
s4188,38623,3640,445,445.0
s54331,38624,3301,256,255.0
s12937,38625,2402,419,419.0
s26045,38626,6953,218,218.5
s33985,38627,5272,151,151.0
s32774,38628,3189,296,296.0
s47576,38629,3613,76,76.0
s29935,38630,1585,99,99.0
s40489,38631,9790,416,416.0
s39696,38632,236,188,188.0
s63286,38633,5716,171,171.0
s34421,38634,4577,283,283.0
s48854,38635,8410,394,394.0
s29503,38636,2350,393,394.5
s30234,38637,6519,493,494.0
s62839,38638,1312,76,76.0
s36679,38639,2151,422,422.0
s7459,38640,675,257,260.6666666666667
s44888,38641,3059,317,318.0
s11481,38642,8777,392,392.0
s59589,38643,9634,411,411.0
s18124,38644,9218,214,214.0
s6442,38645,3970,287,287.0
s16721,38646,6440,422,424.5
s20177,38647,8762,436,435.5
s14440,38648,7379,178,178.0
s5256,38649,1061,263,259.0
s5045,38650,9566,298,298.0
s17231,38651,5169,142,143.0
s52510,38652,1881,396,396.0
s65214,38653,1901,124,124.0
s38270,38654,5937,74,74.0
s64959,38655,4226,462,462.0
s60228,38656,7205,335,336.0
s58483,38657,1586,84,86.0
s35460,38658,3263,487,487.0
s20228,38659,4964,133,130.5
s50132,38660,7274,254,254.0
s50718,38661,3922,500,500.0
s16132,38662,6757,175,175.0
s57111,38663,1849,452,452.0
s34110,38664,5171,451,451.0
s33291,38665,4063,132,132.0
s34656,38666,9990,195,195.0
s30004,38667,4436,432,432.0
s25418,38668,7943,369,369.0
s42899,38669,8947,164,164.0
s6857,38670,1191,314,314.0
s57252,38671,427,478,478.0
s17702,38672,4680,155,155.5
s63474,38673,5040,237,237.0
s40378,38674,4637,271,271.0
s63423,38675,4755,68,68.0
s40331,38676,8424,195,195.0
s7604,38677,3607,233,233.0
s6576,38678,3973,250,250.5
s6992,38679,4685,272,272.0
s38324,38680,9649,421,421.0
s43131,38681,2882,312,312.0
s53835,38682,5970,115,115.0
s34995,38683,9914,195,195.0
s25720,38684,5126,322,320.5
s3955,38685,5282,150,148.0
s38832,38686,4817,435,435.0
s53646,38687,5800,69,69.0
s10331,38688,516,490,490.0
s33401,38689,1940,486,486.0
s3217,38690,7577,138,138.0
s65098,38691,6329,441,441.0
s46815,38692,5881,241,241.0
s56873,38693,8448,123,121.5
s31868,38694,4534,394,394.0
s30264,38695,9498,272,272.0
s11573,38696,2645,116,116.0
s55852,38697,1003,60,60.0
s42069,38698,1217,241,243.5
s20601,38699,2119,130,130.0
s9456,38700,1624,481,481.0
s7980,38701,4753,438,437.0
s53159,38702,4877,320,321.5
s25704,38703,1799,262,262.0
s4930,38704,2059,76,76.0
s29738,38705,5138,203,203.0
s4022,38706,7641,487,487.0
s19159,38707,9002,298,298.0
s345,38708,9490,409,409.0
s48894,38709,4157,241,241.0
s40187,38710,3634,333,333.0
s68113,38711,1281,450,454.3333333333333
s65834,38712,7569,110,110.0
s6202,38713,5863,454,454.0
s31670,38714,2538,106,106.0
s65305,38715,9628,257,257.0
s9293,38716,9585,149,149.0
s34185,38717,785,143,142.33333333333334
s20913,38718,7579,121,123.0
s68302,38719,6733,219,219.0
s61594,38720,6323,338,338.0
s21387,38721,2119,341,339.5
s22747,38722,9322,330,327.5
s9310,38723,8279,226,226.0
s68577,38724,3595,81,81.0
s14091,38725,3866,463,460.5
s17925,38726,7117,361,361.0
s30408,38727,2785,112,112.0
s39832,38728,4753,434,432.0
s44329,38729,8516,420,420.0
s17450,38730,5530,416,416.0
s57540,38731,4697,57,57.0
s58108,38732,2845,317,317.0
s25142,38733,5841,196,196.0
s54516,38734,4134,493,490.5
s14384,38735,8599,276,276.0
s18108,38736,2654,340,340.0
s33812,38737,1812,139,139.0
s8299,38738,3950,76,76.0
s13369,38739,3014,454,454.0
s21782,38740,4815,435,435.0
s52436,38741,7281,353,353.0
s52593,38742,4152,235,235.0
s18889,38743,6104,476,474.3333333333333
s19715,38744,8543,198,198.0
s41667,38745,920,62,64.5
s20402,38746,6387,334,332.0
s18000,38747,3050,170,170.0
s44387,38748,7876,313,313.0
s51220,38749,6666,191,191.0
s39654,38750,1906,162,162.0
s35996,38751,5737,392,392.0
s25610,38752,6803,296,296.0
s25545,38753,9974,256,256.0
s7830,38754,5186,251,248.5
s56796,38755,4556,261,261.0
s25544,38756,2171,127,127.0
s38601,38757,9111,83,83.0
s3020,38758,5670,106,106.0
s61806,38759,1119,367,367.5
s65769,38760,3059,467,467.0
s22759,38761,3624,193,193.0
s42238,38762,289,206,206.0
s53726,38763,3475,318,318.0
s415,38764,2469,438,438.0
s57080,38765,1474,123,123.0
s2676,38766,4972,462,462.0
s687,38767,6651,436,436.0
s5066,38768,5812,264,265.5
s65765,38769,2699,90,90.0
s49362,38770,3451,494,494.0
s16047,38771,2795,55,55.0
s15838,38772,4995,110,110.0
s5562,38773,1644,414,414.0
s31509,38774,166,436,436.0
s68257,38775,1636,492,492.0
s54957,38776,2980,346,346.0
s15193,38777,7048,247,247.0
s24928,38778,8397,431,428.5
s12074,38779,5311,211,211.0
s16066,38780,880,405,401.6666666666667
s22017,38781,1185,297,297.0
s48129,38782,9037,198,198.0
s66200,38783,2360,297,297.5
s61460,38784,8417,278,278.0
s30741,38785,5346,356,356.0
s57256,38786,5769,174,176.5
s64023,38787,4071,73,73.0
s14948,38788,3921,294,291.3333333333333
s51176,38789,8664,191,191.0
s16405,38790,7532,434,434.0
s11288,38791,521,378,378.0
s41202,38792,8833,194,194.0
s52211,38793,6438,487,487.0
s12685,38794,4269,430,430.0
s26618,38795,1615,216,216.0
s65177,38796,7255,257,257.0
s27753,38797,9114,403,403.0
s2529,38798,4520,263,263.0
s44024,38799,448,271,271.0
s67449,38800,5488,240,240.0
s39503,38801,8373,359,359.0
s52709,38802,4727,277,278.5
s23354,38803,520,125,126.0
s36075,38804,6259,73,73.0
s14242,38805,5249,334,334.0
s33042,38806,4603,204,204.0
s47567,38807,251,68,67.5
s57769,38808,5227,243,243.0
s41976,38809,3365,99,101.5
s16062,38810,2905,358,355.5
s1862,38811,856,446,446.0
s42292,38812,4853,418,418.0
s36170,38813,2286,340,337.25
s55716,38814,1121,474,474.0
s14619,38815,555,431,431.0
s29260,38816,8982,304,304.0
s42103,38817,9521,198,200.5
s62697,38818,3283,158,158.0
s34710,38819,858,489,489.0
s3101,38820,1301,297,297.0
s64384,38821,5264,425,424.0
s38222,38822,5713,325,326.5
s23022,38823,6602,304,304.0
s68072,38824,8066,270,268.0
s59786,38825,4796,368,368.0
s50385,38826,3482,439,439.0
s23806,38827,6730,67,67.5
s9260,38828,708,337,337.0
s68496,38829,9618,473,473.0
s35014,38830,4150,486,486.0
s24352,38831,4713,159,159.0
s68132,38832,5413,288,288.0
s61008,38833,9145,112,112.0
s59114,38834,5199,123,123.0
s593,38835,797,169,169.0
s62468,38836,7903,175,177.5
s31132,38837,284,471,472.0
s62088,38838,1994,449,449.0
s68030,38839,1331,224,224.0
s21244,38840,7428,215,215.0
s19733,38841,2540,458,458.0
s11626,38842,4624,361,361.0
s67594,38843,1673,454,456.75
s39749,38844,4480,372,372.0
s12060,38845,2581,110,110.0
s38174,38846,1016,344,344.0
s6736,38847,5854,472,472.0
s6920,38848,2173,164,164.0
s22540,38849,1951,92,92.0
s41218,38850,9582,407,407.0
s19718,38851,1731,238,240.0
s64794,38852,7296,242,242.0
s66104,38853,1536,451,451.0
s48812,38854,7683,85,85.0
s51049,38855,4965,337,337.0
s18028,38856,7778,156,156.0
s21599,38857,1669,50,50.0
s46275,38858,2261,156,156.33333333333334
s40574,38859,4953,232,232.0
s40513,38860,599,459,457.5
s57807,38861,9249,232,232.0
s22185,38862,1693,351,351.0
s8997,38863,2343,282,282.0
s42430,38864,6211,401,401.0
s43916,38865,6771,135,135.0
s38673,38866,4675,211,211.0
s11026,38867,2474,134,134.0
s23437,38868,497,164,159.2
s38602,38869,6950,353,351.5
s51955,38870,8661,111,111.0
s67372,38871,5279,334,334.0
s51527,38872,4966,254,254.0
s16316,38873,4135,92,92.0
s260,38874,5581,218,218.0
s64257,38875,3500,447,447.0
s54853,38876,6187,459,459.0
s6909,38877,3165,417,417.0
s67451,38878,6991,94,94.0
s32104,38879,1962,297,297.0
s7985,38880,6038,485,485.0
s35861,38881,1435,240,240.0
s42174,38882,1067,215,215.0
s18917,38883,1851,202,204.5
s33077,38884,8192,497,497.0
s39859,38885,7601,183,183.0
s10914,38886,4144,483,483.0
s1155,38887,9905,341,338.5
s60325,38888,3484,176,176.0
s60907,38889,1408,488,488.0
s7767,38890,8780,150,150.0
s64766,38891,6022,319,319.0
s5707,38892,9002,458,458.0
s8391,38893,984,159,159.0
s36104,38894,3099,140,141.5
s68922,38895,2626,54,54.0
s67122,38896,5390,126,126.0
s47850,38897,362,355,355.0
s53217,38898,184,289,291.5
s50087,38899,7294,132,133.0
s1947,38900,5435,261,261.0
s12155,38901,1458,79,78.0
s49176,38902,1667,421,421.0
s64617,38903,4438,72,72.0
s37463,38904,4422,225,225.0
s651,38905,4556,79,79.0
s20852,38906,9611,427,427.0
s23319,38907,2663,410,408.5
s30132,38908,5423,239,239.0
s39140,38909,5213,440,440.0
s24656,38910,2268,317,317.0
s31461,38911,4559,103,101.33333333333333
s52691,38912,2819,168,168.0
s2244,38913,7562,54,54.0
s10884,38914,656,393,396.6666666666667
s37263,38915,9719,190,191.0
s14067,38916,9434,56,56.0
s48647,38917,9869,194,194.0
s33728,38918,727,65,65.5
s46404,38919,4352,131,131.0
s37320,38920,8317,369,369.0
s38682,38921,5605,408,408.5
s39708,38922,9364,423,423.0
s13378,38923,6904,442,442.0
s1135,38924,3548,440,439.0
s7289,38925,6809,409,409.0
s66761,38926,5851,336,336.0
s32129,38927,2795,156,154.5
s18430,38928,3432,316,316.0
s59824,38929,2432,263,263.5
s14893,38930,4874,367,367.0
s67601,38931,2541,252,252.0
s108,38932,164,370,370.0
s59226,38933,4175,99,99.0
s41356,38934,5529,246,246.0
s25262,38935,6539,374,374.0
s5848,38936,6842,106,106.0
s51942,38937,4329,241,241.0
s9917,38938,2611,398,396.3333333333333
s62991,38939,4720,147,147.0
s7380,38940,725,394,395.5
s10989,38941,8173,381,381.0
s52378,38942,4624,90,89.5
s30462,38943,2343,272,272.0
s34559,38944,5992,58,58.0
s20329,38945,644,72,72.0
s27856,38946,8864,428,427.5
s67922,38947,8397,446,443.3333333333333
s13318,38948,7568,176,176.0
s63875,38949,7366,241,241.0
s47391,38950,4321,486,486.0
s15797,38951,2563,90,90.0
s25543,38952,3551,311,311.0
s3206,38953,2341,316,316.0
s67149,38954,3307,138,138.0
s19823,38955,1573,304,304.0
s40321,38956,4109,358,361.3333333333333
s15142,38957,7460,293,293.0
s26037,38958,6016,277,277.0
s10776,38959,4807,50,50.0
s32692,38960,5791,175,175.0
s69947,38961,3536,266,266.0
s69021,38962,2384,333,333.0
s56461,38963,8009,65,64.5
s28695,38964,8864,331,331.0
s45326,38965,7933,435,436.6666666666667
s35170,38966,4686,385,383.6666666666667
s41150,38967,9610,374,376.0
s49464,38968,6183,468,468.0
s29021,38969,4578,328,328.0
s2321,38970,7123,239,239.0
s21141,38971,7741,408,408.0
s27557,38972,4415,180,180.5
s69044,38973,3227,330,330.0
s67634,38974,7619,210,210.0
s8767,38975,3715,226,224.66666666666666
s12694,38976,5184,51,51.0
s10649,38977,8234,176,176.0
s42002,38978,1340,142,144.0
s4389,38979,6633,140,140.0
s56933,38980,6157,242,244.33333333333334
s30520,38981,5455,237,237.0
s2345,38982,6236,72,72.0
s9329,38983,5487,202,202.0
s55662,38984,9883,133,133.0
s25372,38985,602,251,251.0
s41931,38986,7382,395,394.5
s67553,38987,9883,317,317.0
s36420,38988,2544,165,161.66666666666666
s9427,38989,9198,257,256.5
s19829,38990,4782,320,320.0
s23765,38991,7324,109,107.5
s61364,38992,212,236,236.0
s55269,38993,2182,128,128.0
s40571,38994,890,452,452.0
s49367,38995,883,359,359.0
s5982,38996,7059,147,146.0
s35773,38997,6691,321,321.0
s2193,38998,3900,338,338.0
s69753,38999,5482,268,268.0
s9808,39000,3647,360,360.0
s53460,39001,9465,456,456.0
s37631,39002,207,210,210.0
s6527,39003,625,140,140.0
s8004,39004,734,142,142.0
s19089,39005,4016,84,84.0
s8794,39006,1777,210,210.0
s50284,39007,4955,354,354.0
s33405,39008,4177,426,426.5
s22500,39009,6111,478,479.6666666666667
s3686,39010,4232,306,306.0
s69553,39011,4655,172,172.0
s26549,39012,2351,339,339.0
s65914,39013,2490,265,265.0
s19534,39014,7056,384,384.0
s5136,39015,2641,207,207.0
s53107,39016,6959,382,382.0
s29710,39017,7745,480,480.0
s21024,39018,7832,432,431.5
s10923,39019,2608,342,342.0
s42782,39020,8465,161,161.0
s7720,39021,8071,394,394.0
s50997,39022,5159,464,464.0
s68494,39023,7594,495,495.0
s42524,39024,7245,331,331.0
s9712,39025,4444,257,258.5
s29196,39026,8908,219,219.0
s21200,39027,3787,458,458.0
s30102,39028,2073,238,235.5
s64958,39029,1565,371,371.0
s63247,39030,7354,291,291.0
s51615,39031,7544,106,107.5
s46131,39032,7363,168,168.0
s60184,39033,2988,286,286.0
s57176,39034,8113,235,235.0
s69736,39035,4305,262,262.0
s5484,39036,1964,371,371.0
s60414,39037,3309,338,338.0
s14855,39038,6048,364,363.0
s57113,39039,5275,356,356.0
s43357,39040,8804,275,275.0
s3114,39041,4478,210,210.0
s6234,39042,1187,236,236.0
s45139,39043,1466,123,123.0
s62633,39044,4571,475,475.0
s15736,39045,484,473,473.0
s10982,39046,2678,235,232.5
s12621,39047,6079,184,184.0
s36212,39048,9440,387,387.0
s54157,39049,7935,81,81.0
s41958,39050,4057,106,106.0
s15248,39051,1446,418,418.0
s40111,39052,9789,328,328.0
s34353,39053,711,336,336.0
s46797,39054,6978,106,106.0
s25547,39055,4790,326,324.6666666666667
s4692,39056,7486,255,251.33333333333334
s53189,39057,6829,171,173.0
s58670,39058,3815,130,129.0
s40117,39059,2411,347,347.0
s12303,39060,7049,129,129.5
s43568,39061,4383,330,330.0
s56190,39062,3717,238,238.0
s6597,39063,6628,196,196.0
s33413,39064,5211,98,100.0
s14541,39065,5065,226,226.0
s27426,39066,2369,283,283.0
s12362,39067,7395,335,335.0
s46031,39068,3982,125,125.0
s57486,39069,8828,90,90.0
s8938,39070,4479,367,367.0
s1102,39071,8714,456,456.0
s42849,39072,984,392,392.0
s52552,39073,1153,234,234.0
s2792,39074,1985,118,118.0
s68479,39075,8195,108,108.0
s50245,39076,294,181,179.5
s1909,39077,4600,260,260.0
s57739,39078,7493,370,370.0
s55196,39079,4793,205,206.0
s6221,39080,7141,383,383.0
s57240,39081,4826,474,471.5
s24152,39082,3830,147,147.0
s28487,39083,1591,436,436.0
s35189,39084,265,369,369.0
s7402,39085,6867,71,69.0
s8737,39086,6718,162,162.0
s60089,39087,4464,57,57.0
s11966,39088,6082,450,450.0
s12961,39089,3184,433,433.0
s51056,39090,3847,172,172.0
s28543,39091,3971,92,92.0
s21471,39092,5448,317,317.0
s18476,39093,4233,63,61.0
s8413,39094,8390,197,197.0
s23012,39095,6833,258,258.0
s52086,39096,3187,334,334.0
s41166,39097,192,55,55.0
s6390,39098,5542,434,432.0
s1670,39099,4017,445,445.0
s46859,39100,1019,298,298.0
s28269,39101,1390,231,231.0
s52268,39102,8738,148,148.0
s59373,39103,3842,474,474.0
s44812,39104,6967,269,269.0
s5142,39105,1560,97,97.0
s65632,39106,3445,254,254.0
s63603,39107,3681,142,142.0
s25567,39108,9281,467,467.0
s3891,39109,8794,67,67.0
s61578,39110,8876,398,398.0
s17789,39111,9782,92,94.0
s694,39112,3156,252,252.0
s67272,39113,6310,194,194.0
s34956,39114,9118,195,192.5
s14588,39115,691,435,435.0
s18581,39116,8197,398,398.0
s63948,39117,9393,138,138.0
s18794,39118,3255,159,159.0
s51655,39119,4654,94,94.0
s26677,39120,3973,396,396.0
s20943,39121,3746,139,139.0
s66405,39122,2799,443,443.0
s63608,39123,5367,67,67.0
s39233,39124,8678,250,250.0
s4847,39125,4941,241,241.0
s60255,39126,7240,262,262.0
s56877,39127,3828,310,311.5
s69265,39128,9873,476,476.0
s43195,39129,717,472,472.0
s33605,39130,8588,361,361.0
s27924,39131,9613,460,460.0
s18977,39132,5257,92,92.5
s8538,39133,3801,419,417.5
s34426,39134,3653,94,94.0
s471,39135,8227,378,380.0
s37879,39136,2622,452,452.0
s54312,39137,8233,152,149.5
s18834,39138,5645,51,51.0
s15299,39139,7691,286,286.0
s17913,39140,6661,296,296.0
s8777,39141,7570,478,478.0
s29306,39142,4285,282,282.0
s69023,39143,9499,120,123.33333333333333
s10950,39144,2933,140,140.0
s9519,39145,3995,408,408.0
s35893,39146,616,208,208.0
s7393,39147,6513,365,363.0
s46137,39148,7781,87,87.0
s61209,39149,2731,488,490.5
s27471,39150,9362,393,390.5
s58988,39151,2158,469,469.0
s27257,39152,1181,64,62.5
s27746,39153,9652,228,229.5
s21658,39154,1789,187,186.0
s65590,39155,8942,243,243.0
s13269,39156,5604,126,125.5
s34814,39157,9622,206,205.5
s8115,39158,2184,442,442.0
s38418,39159,4333,213,213.0
s49375,39160,5767,298,296.0
s8425,39161,1120,156,156.0
s42143,39162,6252,218,218.0
s59209,39163,6234,370,370.0
s5425,39164,8376,483,483.0
s33442,39165,8456,133,133.0
s62945,39166,631,300,302.0
s264,39167,3670,245,245.0
s58376,39168,984,299,299.0
s32845,39169,3692,115,115.0
s15710,39170,1440,404,404.0
s35708,39171,6965,221,221.0
s4043,39172,9488,150,147.5
s34048,39173,1815,439,437.6666666666667
s29158,39174,930,149,149.0
s32574,39175,9758,428,428.0
s17580,39176,489,483,480.5
s22608,39177,4962,252,252.0
s35005,39178,2497,56,56.0
s67038,39179,7794,469,469.0
s15451,39180,765,416,414.6666666666667
s64611,39181,653,137,137.0
s68629,39182,5119,288,288.0
s10177,39183,3750,475,474.5
s19186,39184,1527,97,97.0
s54208,39185,8964,497,495.0
s25524,39186,5606,362,362.0
s48152,39187,1323,207,207.0
s57560,39188,4482,106,106.0
s4956,39189,2642,202,202.0
s251,39190,6703,474,475.5
s29606,39191,7630,366,366.0
s37477,39192,4477,341,342.5
s43337,39193,4469,478,478.0
s17309,39194,3718,355,355.0
s60390,39195,7205,456,456.0
s17390,39196,1683,296,296.0
s42382,39197,3399,247,247.0
s28917,39198,2107,365,366.5
s31284,39199,711,456,456.0
s62839,39200,7326,81,78.5
s19457,39201,2509,226,226.0
s33893,39202,9854,55,55.0
s65696,39203,3297,160,160.0
s62854,39204,9798,99,99.0
s66974,39205,9747,143,143.0
s41060,39206,7000,474,474.0
s2680,39207,2801,234,234.0
s69154,39208,9661,233,233.0
s36497,39209,2561,328,328.0
s20595,39210,2422,241,238.5
s10310,39211,9170,119,121.0
s17048,39212,3286,394,394.0
s4716,39213,6663,138,138.0
s65797,39214,467,365,365.0
s53106,39215,291,94,94.0
s5278,39216,9690,274,267.5
s15132,39217,9959,170,170.0
s50185,39218,3474,206,205.0
s57920,39219,857,135,137.0
s20225,39220,6380,225,225.0
s1595,39221,401,334,333.0
s1961,39222,2700,85,85.0
s65709,39223,6981,421,421.0
s4334,39224,7370,317,319.0
s34581,39225,2572,174,176.5
s34638,39226,1336,406,406.0
s3710,39227,8573,389,389.0
s8575,39228,4856,349,349.0
s40981,39229,2760,457,457.0
s69180,39230,6758,300,297.5
s43469,39231,5028,255,255.5
s38477,39232,8965,191,191.0
s55129,39233,995,156,156.0
s11459,39234,9991,104,104.0
s49373,39235,7987,164,164.0
s5202,39236,5576,100,100.0
s4004,39237,8207,457,457.0
s42250,39238,2137,65,65.0
s51024,39239,6448,53,53.0
s19102,39240,4814,183,183.0
s10357,39241,7346,118,118.0
s24474,39242,3870,368,366.0
s2538,39243,8138,393,393.0
s23891,39244,407,347,347.0
s15729,39245,6602,324,322.5
s28323,39246,5646,401,401.0
s40379,39247,7050,314,314.0
s48848,39248,2973,377,377.0
s4310,39249,9884,97,97.0
s5333,39250,1824,278,278.0
s27033,39251,4273,372,369.5
s67690,39252,9532,146,146.0
s23822,39253,1682,410,410.0
s39101,39254,904,337,337.0
s20353,39255,6571,483,483.0
s66842,39256,7886,447,447.0
s68533,39257,5112,349,349.0
s38404,39258,1783,395,395.0
s38931,39259,8520,169,169.0
s62066,39260,9356,284,284.0
s21823,39261,1206,234,232.5
s63623,39262,3471,211,211.0
s68048,39263,1105,155,155.0
s7296,39264,562,279,279.0
s50367,39265,484,348,346.6666666666667
s65155,39266,2220,74,74.0
s33874,39267,6145,389,389.0
s11599,39268,2799,63,63.0
s31959,39269,7052,278,278.0
s38640,39270,2756,461,461.0
s45708,39271,6441,110,110.0
s53945,39272,1738,64,64.0
s57720,39273,8412,315,316.3333333333333
s31305,39274,6847,95,95.0
s21719,39275,9151,288,288.0
s731,39276,5358,216,218.0
s57083,39277,6511,460,460.0
s54729,39278,1508,411,411.0
s17656,39279,9219,67,67.0
s13246,39280,822,145,145.0
s32661,39281,6973,194,194.0
s50588,39282,9070,368,367.0
s45535,39283,7702,385,385.0
s46095,39284,5416,371,371.0
s51581,39285,802,318,319.5
s34899,39286,9191,127,127.0
s38312,39287,2762,351,351.0
s66162,39288,6271,288,288.0
s30405,39289,4587,320,320.0
s7844,39290,1630,179,179.0
s44828,39291,5834,484,484.0
s52965,39292,6775,78,80.5
s36631,39293,6778,345,345.0
s50461,39294,6097,315,315.0
s69918,39295,7559,189,189.0
s63095,39296,7592,252,252.0
s25750,39297,4554,456,456.5
s42808,39298,877,290,290.0
s69231,39299,6424,391,391.0
s60701,39300,1170,140,140.0
s51620,39301,8173,175,175.0
s68765,39302,7820,376,376.0
s24151,39303,2142,486,486.0
s39774,39304,6389,264,264.0
s10722,39305,834,365,365.0
s52984,39306,9456,498,495.5
s44144,39307,4728,412,412.0
s15956,39308,9683,447,445.5
s9102,39309,9573,115,117.5
s964,39310,6521,320,320.0
s55875,39311,1778,377,376.5
s19674,39312,3123,347,347.0
s25980,39313,4728,307,307.0
s36159,39314,9578,137,137.0
