stocksymbol,time,quantity,price
s190,64874,818,175
s44704,64875,9397,165
s21826,64876,5659,68
s36329,64877,4110,290
s33993,64878,8309,441
s46093,64879,8924,420
s22287,64880,5616,488
s39585,64881,9671,95
s38527,64882,5853,500
s38119,64883,2234,467
s26792,64884,8403,177
s12393,64885,1364,111
s9257,64886,2417,400
s15486,64887,7722,499
s895,64888,5268,410
s18516,64889,8355,387
s21073,64890,356,387
s32837,64891,6975,111
s46636,64892,908,299
s47258,64893,837,136
s41038,64894,6905,461
s12501,64895,7694,454
s9740,64896,9233,336
s10271,64897,5721,217
s22827,64898,5136,59
s25422,64899,6067,331
s14282,64900,5757,495
s35036,64901,6827,473
s33284,64902,3051,401
s39171,64903,1486,73
s172,64904,1749,328
s34640,64905,8274,324
s22379,64906,4124,391
s44610,64907,5113,54
s43096,64908,3366,132
s20730,64909,6521,95
s12669,64910,3436,440
s6354,64911,4338,213
s41735,64912,6004,64
s44964,64913,2303,394
s38217,64914,5799,476
s39775,64915,5047,70
s39387,64916,7672,280
s26785,64917,4246,494
s42352,64918,1369,381
s30520,64919,7125,243
s33598,64920,1457,236
s5064,64921,5571,97
s45005,64922,7831,213
s2847,64923,1411,401
s30261,64924,1132,269
s42024,64925,4322,275
s38961,64926,2585,65
s29024,64927,4162,498
s3722,64928,6474,411
s13797,64929,6471,244
s24786,64930,7118,423
s28041,64931,5261,364
s36086,64932,2429,301
s32035,64933,5783,307
s49802,64934,3274,358
s44381,64935,960,106
s31804,64936,8103,78
s14293,64937,8621,305
s3990,64938,8476,216
s43172,64939,9221,478
s34489,64940,6588,412
s31258,64941,2887,281
s24800,64942,8302,104
s4722,64943,5048,500
s21308,64944,5808,140
s2257,64945,3543,296
s14634,64946,8308,366
s43647,64947,9743,170
s27305,64948,9589,92
s21619,64949,7155,83
s32564,64950,704,357
s40792,64951,4742,69
s10420,64952,567,431
s14613,64953,3882,117
s49567,64954,6196,317
s33252,64955,7471,151
s25151,64956,9401,359
s27571,64957,7289,55
s6039,64958,7453,470
s33180,64959,4638,155
s23847,64960,7466,322
s27101,64961,5701,255
s13317,64962,882,187
s37507,64963,1383,111
s1303,64964,6998,444
s34187,64965,2084,322
s39713,64966,1609,64
s3240,64967,5565,251
s30282,64968,301,417
s3552,64969,6753,337
s48548,64970,2674,436
s37205,64971,219,289
s16263,64972,1884,454
s46573,64973,2800,194
s35261,64974,4675,82
s41070,64975,1662,222
s47613,64976,9930,275
s21587,64977,2665,311
s43847,64978,8101,318
s40058,64979,3658,492
s10353,64980,8648,159
s13717,64981,4155,246
s43870,64982,9244,93
s10268,64983,3673,78
s41652,64984,4172,100
s37994,64985,977,54
s22341,64986,631,485
s36865,64987,5669,368
s16982,64988,7486,499
s48079,64989,679,186
s38323,64990,854,400
s11387,64991,2492,130
s2032,64992,1973,362
s25713,64993,6318,490
s29441,64994,4480,215
s7152,64995,3699,264
s37228,64996,5801,255
s28918,64997,9415,184
s4418,64998,7090,139
s34637,64999,6715,282
s371,65000,9081,418
s19512,65001,6921,462
s15222,65002,418,494
s20347,65003,5889,99
s33273,65004,2219,272
s27325,65005,8154,297
s10703,65006,774,498
s36550,65007,473,380
s41960,65008,5884,58
s21765,65009,1792,477
s15706,65010,8095,197
s27922,65011,7836,129
s48747,65012,6245,403
s27525,65013,9034,101
s4287,65014,3389,248
s9352,65015,6961,254
s38112,65016,1259,454
s26411,65017,9418,321
s29616,65018,7547,324
s24712,65019,4838,67
s13112,65020,4305,95
s5706,65021,9436,119
s7230,65022,4596,315
s18161,65023,7437,292
s20297,65024,2924,171
s2427,65025,7433,231
s6987,65026,9740,379
s40685,65027,1710,391
s24270,65028,2308,370
s22994,65029,5404,87
s9026,65030,1197,112
s44827,65031,9735,392
s30314,65032,2360,78
s40020,65033,7390,398
s18134,65034,1450,190
s23120,65035,5533,168
s49686,65036,5412,367
s40836,65037,1822,214
s20492,65038,1537,355
s47711,65039,1314,170
s11777,65040,6595,215
s1312,65041,1991,88
s5683,65042,3142,266
s40090,65043,3887,153
s14240,65044,9663,175
s38168,65045,5217,302
s40336,65046,7028,270
s18650,65047,4819,168
s38495,65048,315,500
s31060,65049,6863,372
s15546,65050,4397,267
s30820,65051,8786,156
s267,65052,4922,224
s42274,65053,9053,488
s29637,65054,469,214
s33739,65055,7776,422
s38571,65056,5720,128
s21426,65057,281,65
s46647,65058,4757,217
s22722,65059,9029,84
s49335,65060,5885,65
s41535,65061,9889,128
s23892,65062,8100,220
s30633,65063,901,478
s37709,65064,5222,50
s20640,65065,6203,256
s37562,65066,503,178
s853,65067,6133,361
s16922,65068,2459,194
s40436,65069,1437,383
s658,65070,5117,358
s35790,65071,6648,76
s41672,65072,5870,346
s28843,65073,3646,85
s33590,65074,7729,449
s23522,65075,697,437
s33562,65076,7898,333
s16627,65077,3243,165
s6413,65078,590,130
s36754,65079,797,402
s34811,65080,8606,448
s23336,65081,2973,463
s22407,65082,7977,91
s48096,65083,5306,113
s16795,65084,2425,345
s33644,65085,9810,431
s9538,65086,3182,479
s4312,65087,6816,92
s7837,65088,6156,115
s23119,65089,645,274
s44344,65090,9519,153
s16101,65091,2672,131
s7799,65092,3017,408
s35456,65093,4159,329
s49032,65094,9105,156
s31835,65095,688,221
s39158,65096,8660,131
s34136,65097,758,127
s13845,65098,741,94
s14440,65099,939,78
s5638,65100,5028,458
s28892,65101,4943,301
s1325,65102,8718,337
s9793,65103,5773,400
s3188,65104,5292,123
s11279,65105,7827,64
s25818,65106,8363,59
s45609,65107,5995,86
s30671,65108,2544,83
s10885,65109,8118,365
s9400,65110,102,420
s41511,65111,279,143
s48717,65112,4901,131
s43565,65113,4281,253
s28732,65114,4602,59
s38955,65115,6838,441
s5420,65116,3503,447
s6381,65117,6351,466
s41337,65118,6368,429
s37835,65119,9952,410
s31403,65120,4803,50
s18486,65121,9018,192
s21210,65122,559,126
s35035,65123,2337,61
s37503,65124,5034,352
s18689,65125,1699,246
s47876,65126,3767,473
s16150,65127,3777,335
s49002,65128,5602,198
s20169,65129,5099,480
s25411,65130,7131,114
s6936,65131,5184,260
s9147,65132,3866,102
s25587,65133,5320,182
s18401,65134,5571,264
s47513,65135,5821,177
s10338,65136,8122,57
s35388,65137,3440,347
s25365,65138,5775,175
s461,65139,6684,133
s14896,65140,776,178
s47286,65141,5060,319
s40464,65142,9155,464
s38451,65143,8992,243
s33831,65144,7916,98
s8204,65145,6103,485
s37865,65146,5096,119
s41656,65147,1235,299
s27598,65148,9090,349
s44016,65149,3196,102
s18506,65150,2087,72
s4611,65151,3469,261
s32890,65152,7816,359
s24967,65153,4698,134
s28353,65154,9373,484
s30049,65155,266,101
s17846,65156,8745,246
s12830,65157,1195,325
s33687,65158,7737,128
s9993,65159,7186,397
s24974,65160,7763,130
s3984,65161,8463,262
s15819,65162,7384,170
s45652,65163,3551,177
s16773,65164,4271,160
s34596,65165,9040,428
s46486,65166,7886,139
s43246,65167,9355,107
s13201,65168,6685,442
s30394,65169,463,397
s895,65170,8747,409
s7621,65171,7473,72
s11898,65172,3283,435
s11003,65173,5531,379
s38668,65174,9086,319
s10842,65175,616,223
s48336,65176,8192,494
s20954,65177,5069,486
s7554,65178,4078,489
s7146,65179,8437,401
s49579,65180,1262,467
s28503,65181,7415,271
s2555,65182,2853,158
s12168,65183,7607,324
s38211,65184,4667,239
s30459,65185,3279,314
s37385,65186,7819,271
s20723,65187,170,319
s13438,65188,6837,460
s34846,65189,4097,125
s5632,65190,5221,337
s32409,65191,4473,426
s14154,65192,4587,113
s37355,65193,1181,105
s36012,65194,5053,468
s37,65195,6355,355
s36751,65196,9951,164
s30141,65197,8611,51
s37706,65198,3056,282
s37080,65199,8324,447
s6885,65200,8571,54
s22392,65201,3244,332
s21309,65202,6259,277
s28043,65203,430,331
s7282,65204,6693,91
s28977,65205,126,448
s49910,65206,8904,193
s13673,65207,2555,251
s26980,65208,3689,125
s26716,65209,1918,191
s21716,65210,4954,302
s49716,65211,3688,460
s31090,65212,7364,114
s48381,65213,8075,471
s27817,65214,3464,314
s14648,65215,2676,171
s35931,65216,6959,279
s2264,65217,8771,148
s33109,65218,3161,438
s46194,65219,4616,446
s30792,65220,7323,90
s27002,65221,8839,333
s12345,65222,5649,304
s41140,65223,9039,192
s27639,65224,313,311
s16350,65225,2219,194
s5876,65226,3034,251
s19379,65227,8051,371
s39798,65228,7100,285
s47402,65229,7809,192
s32501,65230,9779,457
s29159,65231,6054,261
s40700,65232,9280,382
s29030,65233,9370,273
s26658,65234,7577,143
s36932,65235,9739,308
s23110,65236,8108,289
s2000,65237,3775,267
s48265,65238,8655,351
s21364,65239,1316,500
s2962,65240,6199,351
s11866,65241,9323,297
s33593,65242,2603,199
s39077,65243,8079,277
s23886,65244,8459,232
s33374,65245,9956,136
s43303,65246,6902,405
s34694,65247,8741,217
s35894,65248,2036,463
s45360,65249,8479,226
s12890,65250,9437,443
s35041,65251,7279,372
s27907,65252,9593,143
s12737,65253,7039,370
s30524,65254,2382,197
s14431,65255,6179,246
s47007,65256,9018,131
s14990,65257,317,145
s39922,65258,3288,350
s11672,65259,536,441
s41459,65260,181,103
s9054,65261,5428,279
s47152,65262,6842,495
s20284,65263,3785,90
s5273,65264,3283,289
s42183,65265,7886,366
s8252,65266,4607,109
s2382,65267,4155,314
s4418,65268,8711,141
s28297,65269,3717,420
s35624,65270,8416,154
s4839,65271,2193,254
s7716,65272,4343,463
s30861,65273,3274,207
s35137,65274,6942,198
s49758,65275,9033,184
s46315,65276,9314,356
s459,65277,5736,151
s45012,65278,7329,443
s32071,65279,7296,410
s40250,65280,3528,231
s49833,65281,972,307
s9141,65282,883,82
s2583,65283,5908,269
s40406,65284,3174,311
s13167,65285,5088,148
s9538,65286,9593,476
s16694,65287,278,165
s1303,65288,4088,447
s15595,65289,1107,400
s13529,65290,8336,127
s1225,65291,7872,411
s45120,65292,308,253
s34834,65293,6910,112
s44654,65294,3448,348
s29173,65295,6199,129
s14434,65296,4382,56
s5404,65297,3024,75
s14487,65298,6789,316
s2647,65299,1843,88
s32831,65300,4688,433
s11611,65301,5666,469
s35279,65302,9216,226
s21175,65303,403,90
s35606,65304,7849,261
s21729,65305,6063,136
s29185,65306,8049,282
s30344,65307,7407,495
s11900,65308,7712,214
s4712,65309,3073,93
s49660,65310,5213,298
s44947,65311,1982,122
s44266,65312,7372,302
s20929,65313,5595,428
s29337,65314,6379,83
s31219,65315,3084,165
s10431,65316,8218,500
s38231,65317,3542,367
s21602,65318,5074,199
s9942,65319,6815,429
s45986,65320,1242,149
s39389,65321,2173,301
s39123,65322,9513,454
s567,65323,9430,236
s3063,65324,9671,100
s23882,65325,5347,81
s39048,65326,7549,87
s13008,65327,6247,490
s44327,65328,9334,64
s7041,65329,6452,379
s48900,65330,6541,110
s30764,65331,9098,446
s32298,65332,9974,60
s11427,65333,5395,478
s28941,65334,444,492
s15213,65335,3882,430
s32568,65336,8469,428
s30433,65337,1545,148
s46735,65338,9483,155
s26454,65339,4497,50
s36048,65340,5660,453
s22771,65341,4523,294
s3753,65342,8628,332
s48508,65343,4216,430
s17762,65344,8689,100
s10374,65345,806,179
s22928,65346,7066,434
s41708,65347,3929,222
s19934,65348,3620,306
s41679,65349,5012,407
s29168,65350,1758,474
s42463,65351,4081,68
s29887,65352,151,82
s41932,65353,4902,446
s12656,65354,8638,91
s35930,65355,5649,304
s4884,65356,4910,210
s32979,65357,5509,353
s21259,65358,9792,87
s37362,65359,1087,423
s11306,65360,4552,362
s36221,65361,8425,500
s42209,65362,5628,382
s1983,65363,9112,488
s42361,65364,1140,108
s8727,65365,9066,229
s10660,65366,2782,406
s45634,65367,5495,232
s16027,65368,4312,483
s45753,65369,8115,162
s10473,65370,3473,145
s37151,65371,7872,394
s21720,65372,1358,367
s46423,65373,3502,290
s15962,65374,3707,210
s4819,65375,4719,489
s21621,65376,7812,308
s41233,65377,7777,245
s12789,65378,1762,374
s21719,65379,1024,316
s36213,65380,4674,312
s47895,65381,5942,128
s6470,65382,4067,211
s27244,65383,7645,122
s46209,65384,7809,381
s33568,65385,518,435
s37562,65386,8929,175
s40323,65387,1327,55
s26736,65388,8054,448
s2826,65389,2231,284
s22461,65390,7246,71
s39967,65391,2667,432
s15504,65392,963,130
s1191,65393,8996,456
s3617,65394,6861,382
s32719,65395,8860,341
s398,65396,3348,343
s23506,65397,9373,185
s7800,65398,9915,57
s6285,65399,4363,378
s19381,65400,7187,480
s30511,65401,8429,329
s41438,65402,9412,496
s45567,65403,7720,147
s33799,65404,8064,61
s46508,65405,6195,470
s45436,65406,2458,209
s4404,65407,1529,83
s27059,65408,7458,267
s11956,65409,7162,74
s38018,65410,9204,99
s9353,65411,6139,122
s19617,65412,3194,51
s19982,65413,2390,379
s32100,65414,7069,112
s29527,65415,8292,99
s33425,65416,2444,220
s47768,65417,7313,361
s21575,65418,2413,297
s6544,65419,6871,464
s43029,65420,8881,381
s36197,65421,3421,265
s23926,65422,7607,371
s40142,65423,1699,57
s27961,65424,1095,479
s19016,65425,1000,117
s18835,65426,6044,457
s35822,65427,5872,187
s49563,65428,9347,406
s2008,65429,8222,152
s281,65430,1955,357
s27612,65431,5024,437
s38030,65432,7104,64
s21425,65433,2574,495
s28357,65434,9008,99
s28567,65435,8544,436
s29831,65436,1893,480
s25529,65437,481,314
s1237,65438,1356,79
s11792,65439,437,224
s36133,65440,6888,133
s16563,65441,6777,348
s33992,65442,2396,106
s18249,65443,2810,412
s44153,65444,4101,392
s32696,65445,1066,493
s33465,65446,2425,232
s26306,65447,1818,303
s13523,65448,8486,250
s16301,65449,7719,158
s607,65450,2491,416
s20025,65451,4034,294
s44307,65452,881,63
s47638,65453,7816,236
s30884,65454,7553,148
s36580,65455,5656,401
s37636,65456,1418,160
s25265,65457,7174,145
s40123,65458,7316,111
s39205,65459,4988,122
s1417,65460,2079,460
s47709,65461,7410,124
s5066,65462,3677,136
s23326,65463,490,406
s8125,65464,2677,198
s14491,65465,8087,375
s25979,65466,3829,262
s46496,65467,2680,67
s27234,65468,3097,238
s7095,65469,1061,232
s40622,65470,8598,212
s39725,65471,7235,493
s6654,65472,821,385
s43408,65473,8358,315
s36717,65474,4395,366
s12699,65475,9159,277
s37238,65476,7409,56
s9277,65477,9572,369
s42447,65478,1191,465
s301,65479,3889,264
s28492,65480,2003,497
s31627,65481,7747,108
s48429,65482,2573,427
s37639,65483,2614,303
s13416,65484,7195,153
s44764,65485,2969,203
s21686,65486,3105,133
s29944,65487,9595,184
s15259,65488,2108,142
s39611,65489,7478,107
s18000,65490,3053,487
s22058,65491,2436,348
s3692,65492,584,78
s7486,65493,9683,246
s9329,65494,6430,323
s44749,65495,3127,59
s17808,65496,8588,364
s43888,65497,3321,376
s42815,65498,7110,69
s9272,65499,2404,490
s46229,65500,1673,235
s185,65501,4467,322
s20475,65502,6015,320
s34666,65503,9617,470
s42874,65504,4563,53
s41362,65505,8066,182
s10063,65506,7221,310
s2510,65507,2437,368
s21119,65508,9950,439
s19697,65509,6999,147
s8455,65510,9848,367
s8824,65511,656,395
s29609,65512,4059,71
s15276,65513,7764,130
s704,65514,229,158
s27417,65515,4025,478
s30660,65516,9409,153
s844,65517,6564,279
s32817,65518,6422,435
s45226,65519,927,87
s13631,65520,2773,485
s11333,65521,7355,298
s41811,65522,356,352
s28133,65523,2038,408
s18757,65524,6783,367
s8448,65525,3117,224
s46531,65526,5200,273
s16773,65527,4317,162
s32522,65528,7276,389
s35244,65529,3439,86
s45131,65530,2259,183
s28565,65531,4794,170
s40531,65532,6067,85
s37859,65533,9894,207
s33638,65534,9676,487
s2121,65535,4131,71
s10586,65536,2494,307
s47636,65537,5549,229
s2402,65538,7528,479
s33782,65539,8675,230
s22998,65540,598,233
s43519,65541,3891,255
s46332,65542,8662,449
s42892,65543,6480,326
s20580,65544,5245,232
s29368,65545,8990,148
s42762,65546,4957,175
s1847,65547,713,114
s27439,65548,2021,341
s6346,65549,3331,96
s14233,65550,8825,197
s21305,65551,6168,423
s7260,65552,1492,224
s9091,65553,6639,107
s40191,65554,6635,439
s11599,65555,7227,156
s18053,65556,4297,212
s38657,65557,147,114
s2950,65558,5658,354
s8877,65559,9078,98
s8396,65560,6820,114
s863,65561,2736,472
s17529,65562,7177,353
s11858,65563,2824,194
s44818,65564,642,479
s24104,65565,4250,489
s21959,65566,2627,219
s28328,65567,1976,140
s38091,65568,2892,169
s46288,65569,8895,318
s48359,65570,2810,292
s30085,65571,7764,399
s31506,65572,3850,225
s22514,65573,4583,61
s10909,65574,7263,136
s26572,65575,9904,421
s11828,65576,9632,330
s5154,65577,4698,241
s34195,65578,4164,328
s22451,65579,6791,499
s29252,65580,9197,106
s11124,65581,3648,216
s33831,65582,8357,95
s44339,65583,2164,159
s38404,65584,1518,230
s19157,65585,3319,225
s23570,65586,2453,114
s32670,65587,5120,315
s2157,65588,3444,391
s36955,65589,6214,443
s5632,65590,6636,333
s18541,65591,8638,421
s27228,65592,6340,116
s27263,65593,3697,311
s26908,65594,9336,317
s21020,65595,998,474
s41172,65596,8803,117
s44959,65597,7155,184
s16319,65598,3850,394
s13555,65599,528,357
s13642,65600,8598,268
s35620,65601,3390,272
s10689,65602,2655,157
s17585,65603,8602,150
s46550,65604,2279,257
s19454,65605,2381,355
s39799,65606,8766,438
s32767,65607,2686,415
s46797,65608,8273,145
s9776,65609,5605,277
s39535,65610,7055,239
s28387,65611,4769,303
s12847,65612,2333,379
s8440,65613,4071,265
s48400,65614,8940,252
s11186,65615,1449,337
s35316,65616,2478,454
s9172,65617,5022,393
s33405,65618,6955,287
s47907,65619,4249,487
s8841,65620,4019,294
s48016,65621,5888,292
s41399,65622,6491,248
s14077,65623,3601,92
s47056,65624,2946,70
s19341,65625,3454,396
s9687,65626,3235,313
s29803,65627,8578,87
s11396,65628,5830,62
s14187,65629,6730,394
s45181,65630,4997,477
s41875,65631,4747,268
s34117,65632,1512,171
s880,65633,2193,187
s9498,65634,1528,385
s38923,65635,5111,197
s42468,65636,7485,345
s25889,65637,395,489
s19105,65638,7616,222
s28360,65639,9840,114
s2948,65640,2953,277
s1809,65641,5891,286
s2015,65642,304,86
s23407,65643,7973,107
s4062,65644,1523,161
s15235,65645,633,213
s22060,65646,9792,170
s11337,65647,8638,93
s30852,65648,9319,189
s1141,65649,8938,77
s34924,65650,3527,316
s2073,65651,6245,439
s17880,65652,9729,90
s12841,65653,2113,115
s21743,65654,432,458
s40151,65655,984,264
s37629,65656,5654,247
s20355,65657,5436,202
s13109,65658,6426,90
s44814,65659,7816,108
s942,65660,9863,86
s43431,65661,5384,473
s45577,65662,9875,345
s41585,65663,2132,355
s43771,65664,6140,130
s11164,65665,3270,143
s12771,65666,9634,298
s28120,65667,3162,84
s42006,65668,8299,428
s3215,65669,8377,451
s3187,65670,5309,468
s33752,65671,3445,368
s5848,65672,5302,239
s6073,65673,2798,167
s28939,65674,3742,404
s26495,65675,6992,189
s40516,65676,5922,277
s25438,65677,8251,84
s15224,65678,9679,87
s40618,65679,5996,106
s7018,65680,1841,274
s6257,65681,4875,420
s32547,65682,2599,115
s47838,65683,8805,214
s39868,65684,625,113
s33835,65685,2444,326
s21836,65686,2805,331
s44698,65687,5600,465
s24250,65688,1855,226
s41029,65689,4997,238
s24445,65690,5448,108
s21682,65691,8545,62
s42450,65692,3525,259
s28161,65693,9668,361
s21805,65694,7035,292
s31510,65695,5604,405
s17894,65696,5497,367
s22913,65697,2910,448
s13330,65698,8573,83
s9535,65699,3129,297
s35362,65700,9670,460
s19554,65701,5955,232
s21604,65702,9520,305
s44996,65703,3348,267
s23552,65704,3600,412
s32228,65705,9281,318
s25867,65706,6646,312
s29535,65707,7439,471
s20000,65708,4776,404
s31958,65709,3674,488
s20309,65710,6915,475
s35903,65711,1332,420
s6957,65712,8285,270
s34275,65713,7812,477
s4242,65714,6792,469
s8667,65715,4606,323
s41533,65716,2016,214
s24809,65717,4583,263
s5517,65718,5605,410
s31292,65719,9882,437
s7195,65720,7171,453
s15253,65721,4011,163
s40454,65722,3605,212
s4194,65723,7748,136
s24850,65724,5132,343
s20491,65725,3774,51
s3809,65726,2617,422
s29275,65727,2848,222
s8275,65728,2173,403
s19609,65729,2596,205
s13006,65730,1596,446
s15934,65731,977,450
s37674,65732,1160,78
s2119,65733,7105,340
s47916,65734,6514,114
s27961,65735,4783,481
s3827,65736,7347,189
s39164,65737,5737,308
s18312,65738,3010,302
s30328,65739,7215,308
s15926,65740,8636,110
s16574,65741,2896,113
s18154,65742,4288,321
s9203,65743,1768,488
s4918,65744,5567,495
s41552,65745,3053,421
s47554,65746,2935,469
s4093,65747,9021,440
s32115,65748,1513,402
s11107,65749,6140,446
s48904,65750,5680,475
s33258,65751,6777,92
s34394,65752,904,66
s34564,65753,8270,263
s8043,65754,5205,77
s36684,65755,1548,242
s28581,65756,2601,480
s17945,65757,3848,258
s24375,65758,6248,416
s12662,65759,8361,202
s3069,65760,8002,90
s6716,65761,7040,304
s49214,65762,8627,437
s34411,65763,8500,116
s25326,65764,9658,403
s23927,65765,5653,328
s16623,65766,2443,438
s37364,65767,5088,55
s30277,65768,6839,121
s45699,65769,4487,87
s18261,65770,3640,57
s10735,65771,6822,112
s33080,65772,4462,159
s34037,65773,4386,322
s25407,65774,4351,325
s10251,65775,6578,222
s49494,65776,4050,403
s20831,65777,8889,192
s9674,65778,7598,73
s47030,65779,4823,169
s42822,65780,9200,273
s10901,65781,5025,256
s29592,65782,8845,367
s14561,65783,4767,186
s10513,65784,3038,153
s6280,65785,3627,292
s930,65786,2939,453
s7025,65787,7855,183
s35963,65788,4428,232
s22759,65789,1659,114
s3127,65790,7293,492
s43158,65791,8100,485
s7178,65792,7112,432
s16534,65793,4063,132
s18631,65794,8712,265
s47464,65795,5863,342
s19781,65796,8806,472
s2106,65797,5522,318
s1790,65798,1274,332
s12984,65799,3061,339
s12317,65800,2573,419
s17344,65801,7454,449
s34784,65802,5974,159
s31109,65803,3287,146
s30249,65804,9297,96
s643,65805,5360,114
s13701,65806,3949,441
s47268,65807,7062,418
s27886,65808,3286,472
s38794,65809,4229,261
s25141,65810,4666,73
s2042,65811,1304,263
s8702,65812,9531,361
s27346,65813,3309,171
s19562,65814,487,121
s39618,65815,7145,132
s1531,65816,6503,376
s34469,65817,2475,186
s29561,65818,9427,469
s18039,65819,5982,253
s1538,65820,6547,343
s3211,65821,2015,362
s30959,65822,5564,177
s27302,65823,8080,477
s933,65824,7128,82
s15917,65825,812,499
s32462,65826,6199,215
s16423,65827,3360,164
s10622,65828,3161,240
s41869,65829,803,394
s30015,65830,4248,337
s25183,65831,4896,254
s20839,65832,8012,350
s47689,65833,4259,89
s47880,65834,9746,176
s769,65835,9824,101
s6417,65836,8290,330
s4375,65837,2580,355
s7714,65838,5807,228
s1186,65839,4355,336
s13125,65840,7602,498
s25046,65841,8184,119
s26314,65842,7367,424
s35846,65843,7701,384
s31645,65844,552,286
s25848,65845,7259,141
s46865,65846,2681,61
s12123,65847,6257,369
s18271,65848,8900,330
s859,65849,823,186
s12805,65850,5293,117
s20111,65851,9841,475
s31930,65852,8190,128
s43198,65853,6566,133
s40162,65854,5265,160
s45744,65855,7561,131
s35439,65856,1654,404
s19954,65857,1618,333
s46303,65858,9557,439
s35789,65859,5222,401
s36032,65860,9620,117
s6043,65861,9540,168
s39773,65862,5846,280
s28372,65863,7073,213
s40722,65864,9386,112
s13601,65865,7667,109
s30849,65866,149,314
s9817,65867,3066,322
s12603,65868,6152,290
s14637,65869,6171,498
s583,65870,5010,220
s28108,65871,5673,61
s45611,65872,9501,125
s16157,65873,5737,355
s427,65874,8425,89
s23608,65875,2829,272
s40779,65876,6895,444
s16745,65877,8764,178
s166,65878,7596,331
s31956,65879,2186,267
s47212,65880,9892,389
s30689,65881,7163,133
s27672,65882,2814,417
s3476,65883,2237,212
s12921,65884,2225,419
s14274,65885,1557,101
s27750,65886,4683,443
s21203,65887,279,482
s49025,65888,5582,169
s34042,65889,3681,431
s3367,65890,255,348
s39720,65891,4597,403
s28221,65892,4369,398
s30457,65893,7481,359
s29813,65894,6561,228
s36611,65895,3258,75
s8687,65896,8499,488
s40633,65897,4554,292
s43803,65898,8167,255
s46750,65899,8845,101
s11290,65900,6043,188
s38500,65901,5456,210
s20847,65902,2799,258
s44553,65903,8635,108
s39860,65904,3218,261
s22312,65905,5088,401
s3097,65906,9484,151
s36443,65907,3667,379
s34968,65908,9228,405
s6826,65909,586,72
s5460,65910,1099,200
s13975,65911,5029,388
s29956,65912,8674,361
s35053,65913,8312,261
s34876,65914,5292,148
s20859,65915,6131,435
s8216,65916,891,320
s4847,65917,1779,101
s39226,65918,5681,459
s25872,65919,7460,229
s40625,65920,3252,462
s41052,65921,6035,51
s12977,65922,1287,225
s20414,65923,6128,135
s26173,65924,9154,268
s8264,65925,8224,418
s9414,65926,8573,208
s515,65927,7824,184
s11412,65928,4585,493
s36862,65929,9141,202
s29313,65930,4962,229
s3324,65931,568,79
s13963,65932,9244,326
s3122,65933,5253,407
s32304,65934,3235,447
s21789,65935,1555,228
s40728,65936,3418,360
s9089,65937,6624,255
s34371,65938,4411,122
s35603,65939,3609,170
s22288,65940,4528,489
s39363,65941,5122,280
s10802,65942,7141,358
s2430,65943,9607,421
s40994,65944,2297,336
s19408,65945,3867,163
s36818,65946,2413,492
s19884,65947,9111,220
s16410,65948,7836,476
s37831,65949,5174,480
s40271,65950,6636,166
s4909,65951,5422,209
s1927,65952,9947,299
s46765,65953,2237,70
s42221,65954,2808,358
s21554,65955,7957,419
s12403,65956,7505,69
s31754,65957,9612,77
s38709,65958,1772,105
s27222,65959,1682,185
s3222,65960,6786,491
s3508,65961,9583,287
s29373,65962,9369,185
s4746,65963,4572,442
s11481,65964,3197,493
s38145,65965,5311,489
s1981,65966,6048,94
s42866,65967,8134,370
s45572,65968,3099,244
s17336,65969,2720,114
s42356,65970,2472,223
s29536,65971,8771,396
s45953,65972,5551,395
s9104,65973,8045,78
s28706,65974,5412,500
s21998,65975,9605,182
s29380,65976,5203,143
s2218,65977,7751,159
s504,65978,9819,371
s20653,65979,8652,104
s9281,65980,5771,478
s39382,65981,4516,376
s30327,65982,9400,343
s49642,65983,503,215
s27312,65984,4900,147
s37871,65985,993,223
s1536,65986,4457,432
s29984,65987,5824,310
s13965,65988,8236,315
s32366,65989,896,231
s30104,65990,736,483
s487,65991,2102,482
s17928,65992,7975,239
s26362,65993,3473,263
s34803,65994,7782,82
s46282,65995,129,245
s46407,65996,7431,250
s20536,65997,6614,101
s29943,65998,9867,344
s35092,65999,9055,144
s34384,66000,8133,288
s7164,66001,9331,128
s37455,66002,354,385
s11918,66003,6285,232
s47107,66004,4212,387
s9995,66005,7496,174
s19985,66006,5981,302
s16403,66007,493,499
s12103,66008,1681,487
s41249,66009,5824,344
s35621,66010,6165,312
s1083,66011,2563,228
s46359,66012,3455,103
s41227,66013,4946,320
s13706,66014,836,266
s25944,66015,1598,182
s2855,66016,3174,363
s49790,66017,1002,469
s27877,66018,8031,423
s47123,66019,8601,203
s44064,66020,5513,232
s38786,66021,4052,359
s23059,66022,826,416
s9407,66023,8893,170
s646,66024,8076,250
s40786,66025,1740,211
s36031,66026,6778,300
s41534,66027,2258,65
s4274,66028,8348,409
s47338,66029,8973,222
s37679,66030,6373,124
s5054,66031,6690,313
s9040,66032,5283,147
s40871,66033,5204,154
s19539,66034,4426,411
s292,66035,5250,452
s8319,66036,9832,149
s15184,66037,4286,99
s27511,66038,8623,283
s20523,66039,6486,485
s30338,66040,6750,76
s11263,66041,9820,148
s45500,66042,6653,355
s1273,66043,4420,50
s24139,66044,3570,366
s23558,66045,4099,469
s14532,66046,7106,350
s13585,66047,2003,234
s17728,66048,2239,234
s25953,66049,8596,362
